customer_id,product_id,month,store_id,units_purchased,volume_purchased,net_spend,units_purchased_on_promo
10059,1282,5,2011,2,1,1.66,0
10059,1282,6,2011,2,1,1.66,0
10059,1402,6,2011,2,0.75,1.7,0
10059,1282,7,2011,2,1,1.66,0
10059,1402,7,2011,1,0.375,0.85,0
10063,196,1,336,1,0.75,2,1
10063,937,10,1284,1,0.057,1,0
10063,937,10,2000,4,0.228,1.8,4
10063,937,11,1284,1,0.057,1,0
10063,937,11,336,5,0.285,4.69,2
10063,937,12,1089,2,0.114,2,0
10063,937,12,234,4,0.228,2,4
10063,937,2,336,3,0.171,2.4,3
10063,937,3,2000,2,0.114,1.94,0
10063,937,3,234,4,0.228,3.16,4
10063,906,6,567,1,0.057,0.8,1
10063,937,6,567,4,0.228,3.2,4
10063,937,7,2000,3,0.171,2.34,3
10063,937,7,336,3,0.171,2.4,3
10063,937,8,234,1,0.057,0.96,0
10063,1271,9,567,1,1,2.2,0
10063,1414,9,567,1,0.055,0.5,0
10063,383,9,567,1,0.055,0.5,0
10068,1542,11,546,1,1,1.1,0
10075,196,1,1233,1,0.75,1.5,1
10075,196,12,1233,1,0.75,1.6,1
10075,74,12,162,1,0.415,1,1
10075,877,2,1233,1,0.75,2,1
10075,1238,5,162,1,0.375,1.25,0
10075,1498,7,1233,1,0.5,1.49,0
1008,990,1,1346,2,0.75,1.9,0
1008,990,2,1346,1,0.375,0.95,0
1008,1300,4,1346,1,0.5,0.85,1
1008,1493,4,1904,1,0.907,4,1
1008,990,5,1346,3,1.125,2.37,3
1008,1300,6,1346,3,1.5,2.55,3
1008,1300,7,1346,2,1,1.7,0
1008,1595,7,1346,1,0.45,1.59,0
1008,1300,8,1346,1,0.5,0.85,0
1008,198,8,1346,1,0.375,0.79,0
1008,990,8,1346,1,0.375,0.79,0
1008,1300,9,1346,7,3.5,5.95,0
10086,1081,1,714,4,2,8,4
10086,208,1,714,1,0.36,2.45,0
10086,521,10,714,2,0.648,3,2
10086,521,12,714,2,0.648,3,1
10086,450,2,714,1,1,3,1
10086,1081,3,714,2,1,4,2
10086,450,3,714,1,1,3,1
10086,1081,4,714,1,0.5,2,1
10086,450,4,714,2,2,6,2
10086,1081,5,714,1,0.5,2,1
10086,450,5,714,1,1,3,1
10086,1011,6,714,1,0.44,1,1
10086,1081,6,714,1,0.5,2,1
10086,450,6,714,1,1,3,1
10086,1081,7,714,3,1.5,6,3
10086,450,8,714,1,1,3,1
10086,1429,9,714,1,0.79,2.5,0
10086,521,9,714,1,0.324,1.5,1
10087,1256,2,294,2,0.9072,2.7,0
10087,1123,4,1178,1,0.5,1.29,0
10087,1505,4,1178,1,0.5,0.99,0
10087,632,9,352,1,0.4536,1.3,0
10087,920,9,352,1,0.375,1.2,0
10088,1498,1,847,2,1,2.6,2
10088,1498,10,847,1,0.5,1.3,1
10088,450,10,847,1,1,3,1
10088,617,10,116,1,1.354,4,1
10088,586,12,263,1,0.75,2,1
10088,651,12,847,2,1.5,6,0
10088,1498,3,116,1,0.5,2.57,0
10088,1092,4,1492,1,0.75,1.69,0
10088,1498,4,116,2,1,3,2
10088,1498,4,847,1,0.5,1.95,0
10088,450,4,116,1,1,3,1
10088,877,4,847,1,0.75,2,1
10088,1498,5,847,4,2,5.2,4
10088,348,5,339,1,0.5,1.15,0
10088,450,5,116,1,1,3,1
10088,1498,6,847,2,1,2.6,2
10088,651,6,847,1,0.75,2,1
10088,1498,7,847,2,1,2.6,2
10088,450,7,116,1,1,3,1
10088,877,7,847,1,0.75,1.75,1
10088,1081,8,847,1,0.5,2,1
10088,1498,8,847,3,1.5,3.9,3
10088,763,8,847,1,0.5,0.7,0
10088,450,9,847,2,2,6,2
10088,762,9,847,1,0.565,1.65,1
10091,1293,1,1555,2,1,1.1,0
10091,1293,2,1555,3,1.5,1.65,0
10101,1338,10,1004,2,2,3,2
10101,1338,3,1004,2,2,3,2
10101,1338,4,387,2,2,3,2
10101,1338,8,1004,2,2,3,2
10102,357,1,1682,1,0.454,2,0
10102,249,10,639,1,0.227,1.5,0
10102,249,11,1444,1,0.227,1.5,0
10102,249,11,639,1,0.227,1.5,0
10102,418,11,1444,1,0.36,1.5,1
10102,1429,12,639,1,0.79,2.5,0
10102,249,12,639,1,0.227,1.5,0
10102,418,12,639,1,0.36,2,1
10102,521,12,639,1,0.324,2,1
10102,1010,2,1444,1,0.45,1.9,0
10102,157,3,1444,1,0.72,3,1
10102,357,3,639,1,0.454,2.5,0
10102,1010,4,1444,1,0.45,1.9,0
10102,1010,4,639,1,0.45,1.75,0
10102,1010,5,639,2,0.9,3.5,0
10102,249,5,639,1,0.227,1.5,0
10102,418,5,1444,1,0.36,2,1
10102,521,5,1444,1,0.324,2,1
10102,1010,7,639,1,0.45,1.75,1
10102,1429,8,639,1,0.79,2,1
10102,249,8,639,1,0.227,1.5,0
10102,1429,9,1444,1,0.79,2,1
10102,249,9,639,1,0.227,1.5,0
10102,418,9,639,2,0.72,4,2
10103,1493,2,387,1,0.907,1.99,1
10103,249,7,1607,1,0.227,1.49,0
10103,1493,9,387,1,0.907,4.2,0
10103,155,9,1004,2,2,3,2
10103,249,9,387,1,0.227,1,1
10104,1493,1,775,1,0.907,3,1
10104,1493,10,775,1,0.907,3.5,1
10104,1296,2,775,1,0.675,3,0
10104,1493,2,775,1,0.907,3,1
10104,1277,3,196,1,1.354,4,1
10104,1493,5,775,1,0.907,3,1
10104,1493,6,775,1,0.907,4.2,0
10104,1493,7,775,1,0.907,3.5,0
10104,74,7,196,2,0.83,2.5,2
10104,1493,9,775,1,0.907,4.2,0
10109,380,1,1346,1,0.5,0.99,0
10109,374,10,895,2,0.912,2.58,0
10109,1140,12,1346,1,0.6804,1.89,0
10109,380,12,1346,1,0.5,0.99,0
10109,55,3,1196,1,0.912,2.49,0
10109,1140,5,1346,1,0.6804,1.89,0
10109,380,5,1346,1,0.5,0.99,0
10109,394,5,1523,1,0.72,3,1
10109,1140,6,1346,1,0.6804,1.89,0
10109,1039,7,1523,2,1.02,3.5,2
10109,1140,9,1346,1,0.6804,1.89,0
10109,1177,9,1346,1,0.625,0.89,0
10109,1399,9,1196,2,0.38,2,2
10109,1399,9,1523,3,0.57,3.06,3
10109,1597,9,1196,1,0.375,1,1
10109,74,9,1196,2,0.83,2,2
10109,990,9,1346,1,0.375,0.79,0
10110,1224,1,1341,1,0.5,2,1
10110,1493,11,518,1,0.907,3.5,1
10110,1588,2,1511,1,0.375,0.99,0
10110,290,2,1634,1,0.5,2,0
10110,380,2,1511,1,0.5,0.99,0
10110,1588,5,1511,2,0.75,1.98,0
10110,1588,9,1511,1,0.375,0.99,0
10110,357,9,1341,1,0.454,2.07,1
10110,380,9,1511,1,0.5,0.99,0
10113,1081,1,1918,1,0.5,2,1
10113,161,1,1918,2,0.9,4,2
10113,567,1,1918,1,0.375,1,1
10113,75,1,1741,1,0.5,1.49,1
10113,76,1,1918,4,1.4,8,4
10113,450,10,1687,1,1,2.99,1
10113,76,10,1918,5,1.75,10.4,4
10113,906,10,1918,1,0.057,0.8,1
10113,937,10,1918,11,0.627,9.2,9
10113,450,11,1687,1,1,2.99,1
10113,831,11,1310,1,0.51,2.89,0
10113,937,11,1918,4,0.228,3.2,4
10113,567,12,1316,1,0.375,1.5,1
10113,74,12,1918,1,0.415,1,1
10113,831,12,1316,2,1.02,4,2
10113,161,3,1918,1,0.45,2,1
10113,75,3,1918,1,0.5,2.75,0
10113,76,3,1918,1,0.35,2,1
10113,877,3,1918,1,0.75,2,1
10113,357,4,1918,1,0.454,2.5,0
10113,76,4,1918,2,0.7,4,2
10113,161,5,1310,2,0.9,4.89,1
10113,252,5,779,1,1,1.39,0
10113,450,5,1316,1,1,3,1
10113,76,5,1918,4,1.4,8,4
10113,76,6,1918,2,0.7,4,2
10113,75,7,1316,1,0.5,1.74,1
10113,75,7,1918,1,0.5,2,1
10113,877,7,1316,1,0.75,2.26,1
10113,1039,8,1310,1,0.51,2,1
10113,1399,8,1918,1,0.19,2.05,0
10113,152,8,922,1,0.6,2,1
10113,831,8,1310,1,0.51,2,1
10113,877,8,1680,1,0.75,2,1
10123,831,11,747,1,0.51,2,1
10123,831,8,747,1,0.51,2,1
10123,1338,9,747,3,3,5,2
10123,1399,9,1641,1,0.19,1,1
10124,1081,1,38,1,0.5,2,1
10124,1117,1,38,1,0.325,1.2,0
10124,1277,1,38,1,1.354,3.75,1
10124,132,1,38,1,0.75,1.73,1
10124,425,1,38,1,0.35,2.7,0
10124,450,1,1600,1,1,4,0
10124,877,1,38,3,2.25,6,3
10124,91,1,38,1,0.6,1.65,1
10124,1092,10,735,1,0.75,1.69,0
10124,1238,10,165,1,0.375,1,1
10124,1493,10,38,1,0.907,4,0
10124,1622,10,735,1,0.5,0.85,0
10124,369,10,165,1,0.375,1,1
10124,369,10,38,1,0.375,1,1
10124,450,10,38,3,3,9,3
10124,682,10,165,1,0.75,1.45,0
10124,703,10,165,2,1,2,0
10124,897,10,165,1,0.75,2,1
10124,959,10,165,3,1.125,3,3
10124,959,10,38,2,0.75,2,2
10124,161,11,165,2,0.9,4,2
10124,369,11,165,1,0.375,1,1
10124,394,11,165,1,0.72,3,1
10124,450,11,165,1,1,3,1
10124,586,11,165,2,1.5,3.4,2
10124,831,11,165,3,1.53,6,3
10124,91,11,165,1,0.6,1.65,1
10124,959,11,165,2,0.75,2,2
10124,1081,12,165,4,2,8,4
10124,1092,12,735,1,0.75,1.69,0
10124,126,12,455,2,0.75,2.18,0
10124,1493,12,165,1,0.907,4,1
10124,369,12,165,2,0.75,2.2,1
10124,394,12,165,1,0.72,3,1
10124,450,12,165,2,2,6,2
10124,450,12,455,1,1,3,1
10124,562,12,165,1,0.6,2,1
10124,959,12,165,3,1.125,3.2,2
10124,1081,2,38,2,1,4,2
10124,1542,2,165,1,1,1.1,0
10124,450,2,165,1,1,3,1
10124,897,2,455,1,0.75,2.67,0
10124,1039,3,38,1,0.51,2,1
10124,1081,3,38,3,1.5,6,3
10124,1409,4,38,1,0.375,2,1
10124,36,4,38,2,1,2.6,2
10124,369,4,38,1,0.375,1,1
10124,450,4,165,2,2,6,2
10124,450,4,38,1,1,3,1
10124,877,4,38,5,3.75,10,5
10124,959,4,38,2,0.75,2,2
10124,1081,5,165,1,0.5,2,1
10124,1238,5,165,1,0.375,1,1
10124,1493,5,165,1,0.907,3,1
10124,369,5,165,1,0.375,1,1
10124,959,5,165,1,0.375,1,1
10124,1081,6,165,3,1.5,6,3
10124,1117,6,165,1,0.325,1,1
10124,1238,6,165,1,0.375,1,1
10124,126,6,455,1,0.375,1.09,0
10124,138,6,455,2,0.75,1.78,0
10124,152,6,455,2,1.2,4,2
10124,369,6,165,3,1.125,3,3
10124,450,6,165,1,1,4,0
10124,450,6,455,2,2,6,2
10124,959,6,165,3,1.125,3,3
10124,1081,8,38,2,1,4,2
10124,1117,8,38,1,0.325,1,1
10124,1493,8,38,1,0.907,3,1
10124,369,8,38,1,0.375,1,1
10124,877,8,38,3,2.25,6,3
10124,959,8,38,5,1.875,5.2,4
10124,1238,9,38,1,0.375,1,1
10124,1376,9,38,1,0.375,1.39,1
10124,1409,9,165,2,0.75,2.78,2
10124,1409,9,38,1,0.375,1.39,1
10124,1579,9,165,1,1,2,0
10124,161,9,165,2,0.9,4,2
10124,369,9,165,1,0.375,1,1
10124,369,9,38,1,0.375,1,1
10124,703,9,38,1,0.5,1,0
10124,877,9,165,1,0.75,2,1
10124,877,9,38,1,0.75,2,1
10124,959,9,165,2,0.75,2,2
10124,959,9,38,1,0.375,1,1
10127,1081,1,1365,1,0.5,1.34,0
10127,76,10,263,1,0.35,2.38,0
10127,877,2,263,1,0.75,3,0
10127,1081,3,116,1,0.5,2,1
10127,450,5,263,1,1,3,0
10127,831,5,263,1,0.51,2.89,0
10127,76,6,116,1,0.35,2,1
10127,831,6,1365,1,0.51,2,1
10127,450,7,116,1,1,3,1
10127,831,7,116,1,0.51,3,0
10127,897,8,263,1,0.75,2.89,0
10127,877,9,263,1,0.75,3.49,0
10127,897,9,1365,1,0.75,2,1
1013,312,12,1006,1,0.75,1.45,0
1013,312,12,639,1,0.75,1.45,0
1013,1597,2,1006,1,0.375,2.5,0
1013,312,2,1006,2,1.5,2.9,0
1013,312,3,639,1,0.75,1.45,0
1013,562,3,1006,2,1.2,4,2
1013,635,3,639,1,0.9072,2.5,0
1013,312,5,1006,1,0.75,1.45,0
1013,562,5,1006,2,1.2,4,2
1013,1136,7,1322,2,1,4,2
1013,1173,7,1006,1,0.5,3,1
1013,1597,7,1006,1,0.375,1.25,1
1013,312,7,1006,1,0.75,1.45,0
1013,635,7,1006,1,0.9072,2.5,0
1013,1597,8,1810,2,0.75,2.5,2
1013,312,8,1810,1,0.75,1.45,0
1013,562,8,1810,2,1.2,4,2
10134,1039,1,527,2,1.02,4,2
10134,582,1,527,1,0.7,3,1
10134,1429,2,527,1,0.79,2.52,0
10134,582,3,527,1,0.7,3,1
10134,1296,4,527,1,0.675,2.95,0
10134,582,4,527,1,0.7,3,1
10134,763,7,857,1,0.5,0.7,0
10136,1277,10,1051,1,1.354,5,1
10136,1493,11,1051,1,0.907,4,0
10136,1277,12,1051,1,1.354,6,0
10136,357,12,1051,1,0.454,2.5,0
10136,1097,2,202,1,0.68,2.79,1
10136,1097,4,202,2,1.36,6.28,0
10136,1277,4,1051,1,1.354,4,1
10136,1277,5,861,1,1.354,4,1
10136,1097,6,202,1,0.68,2.79,1
10136,897,7,1051,1,0.75,2.8,0
10136,1277,8,1051,1,1.354,6,0
10136,1277,9,1051,1,1.354,5,1
10136,357,9,1051,1,0.454,2.5,0
10136,897,9,1051,1,0.75,2.8,0
10137,1011,1,1341,1,0.44,1.25,0
10137,1409,1,1341,1,0.375,2,1
10137,1506,1,1124,1,0.75,1.3,1
10137,959,1,1124,1,0.375,1.2,0
10137,1011,10,1341,1,0.44,1,1
10137,1409,10,1124,1,0.375,1.39,1
10137,586,10,1124,1,0.75,1.7,1
10137,1296,11,1124,1,0.675,1.5,1
10137,1409,11,1781,1,0.375,2,1
10137,1429,11,1781,1,0.79,2,1
10137,428,11,1124,1,0.38,1.5,1
10137,74,12,1124,1,0.415,1,1
10137,1609,2,1511,1,0.375,1.09,0
10137,1177,3,1511,1,0.625,0.89,0
10137,1318,3,1341,1,0.44,1,1
10137,380,3,1511,1,0.5,0.99,0
10137,560,3,1341,1,0.375,1,1
10137,36,4,932,1,0.5,1,0
10137,91,4,1124,1,0.6,1.65,1
10137,1498,5,1124,1,0.5,1.3,1
10137,369,5,1124,1,0.375,1.2,0
10137,428,5,1294,1,0.38,2,1
10137,577,5,1294,1,0.375,2,1
10137,703,6,1124,1,0.5,1,0
10137,959,6,1124,1,0.375,1.2,0
10137,36,7,1781,1,0.5,1.3,1
10137,633,7,1124,1,0.5,1.25,0
10137,74,7,1728,1,0.415,1,0
10137,959,7,1124,1,0.375,1.2,0
10137,290,8,1124,1,0.5,1.49,1
10137,428,8,1124,1,0.38,3,1
10137,567,8,92,1,0.375,1.49,0
10137,757,8,1511,1,0.375,0.89,0
10137,1429,9,1781,1,0.79,2,1
10137,428,9,1781,1,0.38,2,1
10139,521,1,196,1,0.324,1.22,1
10139,1081,10,196,1,0.5,3,0
10139,301,10,138,1,0.385,1,1
10139,521,10,138,2,0.648,3,2
10139,1081,11,196,1,0.5,2,1
10139,265,12,1969,1,0.216,1,0
10139,521,2,138,1,0.324,1.5,1
10139,521,2,196,2,0.648,2.44,2
10139,521,3,138,4,1.296,6,4
10139,567,3,196,1,0.375,2.6,0
10139,521,5,196,3,0.972,6,3
10139,567,5,196,2,0.75,4.1,1
10139,521,6,138,2,0.648,4,2
10139,521,6,196,2,0.648,4,2
10139,521,7,138,2,0.648,4,2
10139,1081,8,196,1,0.5,2,1
10139,301,8,138,1,0.385,1,1
10139,301,9,138,1,0.385,1,1
10139,521,9,196,1,0.324,2,1
10139,877,9,196,1,0.75,2,1
10149,1246,1,352,4,4,3,0
10149,682,10,352,1,0.75,1.45,0
10149,702,10,352,14,14,10.5,0
10149,682,11,352,1,0.75,1.45,0
10149,702,11,352,12,12,9,0
10149,682,12,352,1,0.75,1.45,0
10149,702,12,352,10,10,7.5,0
10149,1246,2,352,5,5,3.75,0
10149,1439,2,352,1,0.375,1,1
10149,437,2,352,1,0.5,1,1
10149,920,2,352,1,0.375,1,1
10149,1246,3,352,6,6,4.5,0
10149,1506,3,352,1,0.75,1.3,1
10149,682,3,352,1,0.75,1.45,0
10149,1189,4,352,1,0.567,2.5,0
10149,1246,4,352,6,6,4.5,0
10149,1506,4,352,1,0.75,1.3,1
10149,682,4,352,1,0.75,1.45,0
10149,682,5,352,1,0.75,1.45,1
10149,702,5,352,2,2,1.5,0
10149,816,5,352,2,2,2.4,0
10149,1506,6,352,1,0.75,1.3,1
10149,702,6,352,8,8,6,0
10149,1189,7,352,1,0.567,2.5,0
10149,1506,7,352,1,0.75,1.3,1
10149,702,7,352,8,8,6,0
10149,1038,8,352,1,0.75,0.75,1
10149,702,8,352,9,9,6.75,0
10149,682,9,352,2,1.5,2.9,0
10149,702,9,352,13,13,9.75,0
1015,301,1,611,2,0.77,2,2
1015,545,10,611,1,0.75,1.1,0
1015,1123,3,2011,1,0.5,1.29,0
1015,708,3,2011,1,0.625,0.89,0
1015,374,4,1787,1,0.456,1.29,0
1015,1256,5,1380,1,0.4536,1.3,1
1015,780,7,1935,1,0.5,1.29,0
1015,957,7,1935,1,0.36,0.89,0
10152,1042,1,1946,1,0.5,0.95,0
10152,107,1,209,1,0.5,0.85,0
10152,1160,1,209,1,0.75,0.83,0
10152,1177,1,209,1,0.625,0.89,0
10152,1335,1,1946,1,0.375,0.95,0
10152,744,1,209,2,0.75,1.7,0
10152,903,1,209,1,0.375,0.89,0
10152,1042,10,1068,1,0.5,0.99,0
10152,1335,10,45,1,0.375,0.84,1
10152,374,10,1068,1,0.456,1.29,0
10152,374,10,45,1,0.456,1.29,0
10152,462,10,1068,2,2,1.5,0
10152,545,10,1068,1,0.75,1.1,0
10152,1140,11,209,1,0.6804,1.89,0
10152,1177,11,209,1,0.625,0.89,0
10152,462,11,1068,1,1,0.75,0
10152,744,11,209,1,0.375,0.79,0
10152,1042,12,1068,1,0.5,0.99,0
10152,374,12,1068,1,0.456,1.29,0
10152,545,12,1068,1,0.75,1.1,0
10152,1042,2,1946,1,0.5,0.95,0
10152,1177,2,209,1,0.625,0.89,0
10152,1300,2,209,1,0.5,0.85,0
10152,1335,2,1946,1,0.375,0.89,1
10152,1365,2,1946,1,0.34,0.75,0
10152,529,2,1946,1,0.456,0.69,0
10152,545,2,1946,1,0.75,1.1,0
10152,549,2,1946,1,1,1.2,0
10152,1042,3,1946,3,1.5,2.89,0
10152,1335,3,1946,1,0.375,0.89,1
10152,545,3,1946,2,1.5,2.2,0
10152,1042,4,1068,1,0.5,0.99,0
10152,1042,4,1946,1,0.5,0.99,0
10152,1177,4,209,2,1.25,1.78,0
10152,529,4,1946,1,0.456,0.74,0
10152,545,4,1946,2,1.5,2.2,0
10152,1042,5,1068,2,1,1.98,0
10152,1335,5,1068,1,0.375,0.89,0
10152,529,5,1068,1,0.456,0.74,0
10152,545,5,1068,1,0.75,1.1,0
10152,1042,6,1068,1,0.5,0.99,0
10152,476,6,440,1,0.5,1,0
10152,529,6,1946,1,0.456,0.74,0
10152,545,6,1946,1,0.75,1.1,0
10152,74,6,1946,2,0.83,2,2
10152,74,6,440,1,0.415,1,0
10152,1042,7,1946,1,0.5,0.99,0
10152,1335,7,1946,1,0.375,0.89,0
10152,462,7,1946,1,1,0.75,0
10152,545,7,1946,1,0.75,1.1,0
10152,1042,9,1068,2,1,1.98,0
10152,1042,9,1946,1,0.5,0.99,0
10152,1399,9,1068,1,0.19,1,1
10152,1597,9,1068,1,0.375,2.49,0
10152,462,9,1068,1,1,0.75,0
10152,529,9,1068,1,0.456,0.74,0
10152,545,9,1068,1,0.75,1.1,0
10157,577,3,1073,2,0.75,2.98,2
10157,877,3,1073,1,0.75,2,1
10157,112,5,824,1,0.375,1.49,0
10169,1081,10,890,1,0.5,2,0
10169,1493,2,357,1,0.907,3,1
1018,760,10,441,1,1,0.75,0
1018,1205,2,1794,1,0.6,0.99,0
10184,1493,5,1642,1,0.907,4.18,0
10184,600,9,1746,1,0.375,0.89,0
10188,1097,1,1556,1,0.68,2.49,0
10188,1140,1,1346,1,0.6804,1.89,0
10188,1399,10,1183,1,0.19,1.14,1
10188,1399,10,484,2,0.38,2.98,0
10188,780,10,1346,1,0.5,1.29,0
10188,1399,11,484,1,0.19,1.49,0
10188,1529,11,1346,1,1,0.75,0
10188,437,11,125,1,0.5,1.2,0
10188,130,12,125,1,0.34,1.5,1
10188,600,3,1346,1,0.375,0.89,0
10188,1039,4,1556,1,0.51,1.99,0
10188,1039,4,484,1,0.51,1.99,0
10188,1053,4,1346,1,1,0.75,0
10188,1140,4,1346,1,0.6804,1.89,0
10188,1399,4,484,1,0.19,1.29,0
10188,600,4,1346,1,0.375,0.89,0
10188,1399,6,125,2,0.38,2.04,2
10188,1399,6,484,1,0.19,1,0
10188,1399,7,484,6,1.14,6,0
10188,1399,8,484,1,0.19,1,0
10188,1399,9,484,1,0.19,1.49,0
10188,357,9,1669,1,0.454,2,1
10191,1246,1,948,1,1,0.75,0
10191,152,12,1145,1,0.6,1.99,0
10191,1246,3,948,1,1,0.75,0
10193,208,1,753,1,0.36,1.5,1
10193,418,1,753,2,0.72,3,2
10193,701,1,1418,1,0.397,1,1
10193,701,1,753,1,0.397,1,1
10193,208,10,1418,2,0.72,4,2
10193,418,10,1418,2,0.72,4,2
10193,545,10,1418,1,0.75,1.1,0
10193,752,10,1418,1,0.375,1.09,0
10193,132,11,1418,1,0.75,2,1
10193,1365,11,1418,1,0.34,0.75,0
10193,208,11,753,1,0.36,1.5,1
10193,545,11,1418,1,0.75,1.1,0
10193,111,12,753,4,2,8,4
10193,208,12,1418,2,0.72,3,2
10193,208,12,753,1,0.36,1.5,1
10193,520,12,753,2,0.77,3,2
10193,208,2,1418,1,0.36,1.5,1
10193,301,2,1418,1,0.385,1,1
10193,520,2,1418,1,0.385,1.5,1
10193,545,2,1418,1,0.75,1.1,0
10193,1505,3,1922,1,0.5,0.99,0
10193,1622,3,1922,1,0.5,0.85,0
10193,420,3,753,1,0.5,0.95,0
10193,545,3,753,1,0.75,1.1,0
10193,708,3,1922,1,0.625,0.89,0
10193,1010,4,1264,1,0.45,1.8,0
10193,208,4,753,2,0.72,4,2
10193,252,4,150,1,1,1.39,0
10193,456,4,150,1,0.454,0.75,0
10193,520,4,1264,1,0.385,1.5,1
10193,903,4,150,1,0.375,0.95,0
10193,208,6,1418,1,0.36,2,1
10193,520,6,1418,1,0.385,2,1
10193,1177,7,150,1,0.625,0.89,0
10193,1193,7,150,2,1,2.3,0
10193,1300,7,150,1,0.5,0.85,0
